seed,keyword,keyword_sanitized,comp_coupang,comp_naver,comp_combined,intent_proxy,intent_norm,competition_norm,score
1,naver_suggest,naver_suggest,0.0,0.0,0.0,0.0,0.0,0.0,45.0
